ComplaintID,CustomerID,ComplaintDate,ComplaintCategory,Channel,ComplaintText,SentimentLabel,SentimentScore
COMP04005,CUST87489,2025-06-10,Portability,Email,Customer support resolved my issue quickly.,Positive,0.85
COMP04006,CUST26892,2024-11-21,Speed,Call,Activation took some time.,Neutral,0.06
COMP04007,CUST15673,2025-05-08,Billing,Web,Customer support was average.,Neutral,0.08
COMP04008,CUST35262,2024-10-20,Activation,Twitter,I am being charged incorrectly every month.,Negative,-0.67
COMP04009,CUST19106,2024-02-08,Activation,App,Customer service never responds properly.,Negative,-0.35
COMP04010,CUST79952,2025-07-27,Customer Service,Call,Service is neither good nor bad.,Neutral,0.13
COMP04011,CUST35013,2024-08-10,Speed,Web,The plan is too expensive for the service provided.,Negative,-0.8
COMP04012,CUST85284,2024-01-08,Network,Call,Internet speed is acceptable.,Neutral,-0.14
COMP04013,CUST13248,2025-04-02,Billing,App,Billing was clear and transparent this month.,Positive,0.54
COMP04014,CUST75735,2024-12-27,Billing,App,eSIM activation failed multiple times.,Negative,-0.76
COMP04015,CUST61267,2024-04-03,Activation,Twitter,Internet speed is acceptable.,Neutral,-0.12
COMP04016,CUST51404,2024-01-29,Speed,Twitter,Customer service never responds properly.,Negative,-0.83
COMP04017,CUST60993,2024-10-24,Portability,Web,The network quality has improved a lot recently.,Positive,0.34
COMP04018,CUST98476,2025-02-11,Billing,App,I am satisfied with the service quality.,Positive,0.5
COMP04019,CUST92451,2024-08-02,Billing,Web,I am satisfied with the service quality.,Positive,0.66
COMP04020,CUST96631,2025-06-13,Network,Call,Customer support was average.,Neutral,0.01
COMP04021,CUST48435,2025-08-07,Plans,Web,Activation was smooth and hassle free.,Positive,0.82
COMP04022,CUST70822,2024-07-16,Speed,Call,Activation took some time.,Neutral,-0.03
COMP04023,CUST68970,2024-11-17,Coverage,Call,Network works fine but could be better.,Neutral,0.07
COMP04024,CUST13325,2024-08-12,Network,Email,The plan offers great value for money.,Positive,0.63
COMP04025,CUST93623,2025-04-18,Speed,App,Calls keep dropping frequently.,Negative,-0.3
COMP04026,CUST99638,2025-07-25,Network,Call,Network is very poor in my area.,Negative,-0.32
COMP04027,CUST18590,2025-04-17,Customer Service,Call,Activation took some time.,Neutral,-0.02
COMP04028,CUST79383,2025-04-21,Plans,Twitter,I am being charged incorrectly every month.,Negative,-0.31
COMP04029,CUST15972,2024-03-11,Activation,Twitter,The network quality has improved a lot recently.,Positive,0.82
COMP04030,CUST75116,2024-10-27,Coverage,Email,Activation took some time.,Neutral,-0.09
COMP04031,CUST73223,2025-03-29,Plans,Email,The network quality has improved a lot recently.,Positive,0.61
COMP04032,CUST79104,2025-01-19,Customer Service,Web,Internet speed is extremely slow.,Negative,-0.5
COMP04033,CUST84188,2024-10-31,Network,Email,Network works fine but could be better.,Neutral,-0.08
COMP04034,CUST44632,2024-02-27,Plans,Web,"Billing is okay, nothing special.",Neutral,0.2
COMP04035,CUST92412,2024-03-24,Portability,Email,Activation took some time.,Neutral,0.04
COMP04036,CUST23348,2024-08-26,Plans,Email,Activation was smooth and hassle free.,Positive,0.45
COMP04037,CUST41455,2025-08-29,Billing,Twitter,Network works fine but could be better.,Neutral,0.08
COMP04038,CUST17722,2025-02-27,Activation,Twitter,Billing was clear and transparent this month.,Positive,0.98
COMP04039,CUST51926,2024-12-14,Coverage,Call,I am satisfied with the service quality.,Positive,0.71
COMP04040,CUST36791,2024-07-29,Speed,App,Customer support resolved my issue quickly.,Positive,0.53
COMP04041,CUST30763,2024-01-25,Activation,Call,Service is neither good nor bad.,Neutral,-0.1
COMP04042,CUST11208,2024-11-02,Coverage,Email,Activation was smooth and hassle free.,Positive,0.44
COMP04043,CUST56112,2024-07-30,Coverage,Call,"Billing is okay, nothing special.",Neutral,-0.01
COMP04044,CUST90521,2025-03-05,Coverage,App,Customer support resolved my issue quickly.,Positive,0.42
COMP04045,CUST76954,2024-06-17,Activation,App,Customer service never responds properly.,Negative,-0.45
COMP04046,CUST74033,2024-09-14,Activation,App,Activation was smooth and hassle free.,Positive,0.78
COMP04047,CUST66991,2024-03-14,Plans,Email,Customer support resolved my issue quickly.,Positive,0.46
COMP04048,CUST67677,2025-02-28,Activation,Email,Customer service never responds properly.,Negative,-0.5
COMP04049,CUST21519,2024-05-21,Network,Web,Internet speed is acceptable.,Neutral,0.17
COMP04050,CUST42084,2025-07-16,Network,Web,Activation took some time.,Neutral,-0.16
COMP04051,CUST94592,2024-01-21,Customer Service,Web,Activation was smooth and hassle free.,Positive,0.72
COMP04052,CUST39413,2024-01-03,Coverage,Twitter,Customer support was average.,Neutral,0.03
COMP04053,CUST53379,2024-05-09,Coverage,Web,Activation was smooth and hassle free.,Positive,0.96
COMP04054,CUST79920,2025-08-02,Activation,Email,I am satisfied with the service quality.,Positive,0.58
COMP04055,CUST66875,2025-04-09,Plans,Email,Plan is okay compared to others.,Neutral,0.02
COMP04056,CUST61708,2024-06-19,Plans,Web,Activation took some time.,Neutral,0.18
COMP04057,CUST92194,2024-03-15,Speed,App,Network is very poor in my area.,Negative,-0.92
COMP04058,CUST27042,2024-02-09,Coverage,App,The network quality has improved a lot recently.,Positive,0.7
COMP04059,CUST36647,2024-09-05,Portability,Email,Customer support resolved my issue quickly.,Positive,0.54
COMP04060,CUST72662,2024-03-21,Speed,App,eSIM activation failed multiple times.,Negative,-0.9
COMP04061,CUST85141,2024-02-03,Customer Service,App,The plan is too expensive for the service provided.,Negative,-0.77
COMP04062,CUST19227,2024-02-18,Activation,Call,Customer support was average.,Neutral,-0.16
COMP04063,CUST26974,2024-03-20,Network,Email,The plan offers great value for money.,Positive,0.67
COMP04064,CUST69619,2024-01-13,Plans,Twitter,Service is neither good nor bad.,Neutral,-0.06
COMP04065,CUST90293,2025-06-08,Coverage,Web,Plan is okay compared to others.,Neutral,-0.12
COMP04066,CUST55918,2024-12-14,Customer Service,Twitter,The network quality has improved a lot recently.,Positive,0.39
COMP04067,CUST89474,2024-05-23,Speed,Call,Customer support was average.,Neutral,-0.13
COMP04068,CUST91176,2024-11-06,Billing,Twitter,Network works fine but could be better.,Neutral,0.04
COMP04069,CUST50375,2024-12-22,Activation,Call,Internet speed is acceptable.,Neutral,-0.18
COMP04070,CUST99555,2025-09-15,Plans,Email,The network quality has improved a lot recently.,Positive,0.49
COMP04071,CUST18027,2024-01-27,Plans,Email,Plan is okay compared to others.,Neutral,-0.12
COMP04072,CUST44011,2025-07-05,Speed,Web,I am being charged incorrectly every month.,Negative,-0.36
COMP04073,CUST14700,2025-01-29,Billing,Email,Billing was clear and transparent this month.,Positive,0.74
COMP04074,CUST87589,2024-08-24,Portability,App,Plan is okay compared to others.,Neutral,-0.09
COMP04075,CUST27896,2024-01-17,Speed,Twitter,The plan offers great value for money.,Positive,0.6
COMP04076,CUST75742,2025-04-12,Speed,App,Activation took some time.,Neutral,-0.02
COMP04077,CUST75605,2024-12-14,Coverage,Twitter,The plan offers great value for money.,Positive,0.68
COMP04078,CUST59446,2024-08-23,Customer Service,App,Customer service never responds properly.,Negative,-0.37
COMP04079,CUST83218,2024-06-07,Customer Service,Call,I am being charged incorrectly every month.,Negative,-0.84
COMP04080,CUST96503,2024-09-27,Network,App,eSIM activation failed multiple times.,Negative,-0.38
COMP04081,CUST57703,2025-01-05,Activation,Web,Customer service never responds properly.,Negative,-0.77
COMP04082,CUST18332,2025-07-21,Portability,Twitter,eSIM activation failed multiple times.,Negative,-0.39
COMP04083,CUST10981,2024-03-19,Plans,Web,Internet speed is very good and stable.,Positive,0.96
COMP04084,CUST82324,2024-02-03,Customer Service,Call,Activation was smooth and hassle free.,Positive,0.94
COMP04085,CUST72244,2025-07-19,Network,Web,Customer service never responds properly.,Negative,-0.75
COMP04086,CUST77261,2024-01-27,Portability,Twitter,eSIM activation failed multiple times.,Negative,-0.78
COMP04087,CUST24328,2025-05-01,Customer Service,Email,Service is neither good nor bad.,Neutral,-0.09
COMP04088,CUST80729,2024-02-01,Billing,Call,Calls keep dropping frequently.,Negative,-0.91
COMP04089,CUST90194,2025-03-18,Activation,Web,Service is neither good nor bad.,Neutral,0.06
COMP04090,CUST35582,2025-07-02,Plans,Call,Billing was clear and transparent this month.,Positive,0.49
COMP04091,CUST84202,2025-04-21,Billing,Call,Plan is okay compared to others.,Neutral,-0.1
COMP04092,CUST10568,2024-07-27,Activation,App,I am being charged incorrectly every month.,Negative,-0.48
COMP04093,CUST20772,2025-09-20,Coverage,Web,Service is neither good nor bad.,Neutral,-0.12
COMP04094,CUST92097,2024-06-25,Customer Service,Email,Network works fine but could be better.,Neutral,0.09
COMP04095,CUST35416,2025-05-14,Coverage,Twitter,Network is very poor in my area.,Negative,-0.42
COMP04096,CUST81222,2024-07-21,Activation,Twitter,Network works fine but could be better.,Neutral,0.18
COMP04097,CUST27332,2024-05-23,Network,Web,Network works fine but could be better.,Neutral,0.17
COMP04098,CUST51272,2024-05-16,Billing,Twitter,Internet speed is very good and stable.,Positive,0.78
COMP04099,CUST24371,2025-01-03,Speed,Web,Customer support was average.,Neutral,0.16
COMP04100,CUST63341,2025-07-15,Customer Service,Email,Customer service never responds properly.,Negative,-0.79
COMP04101,CUST15590,2024-06-23,Billing,Twitter,Network works fine but could be better.,Neutral,0.17
COMP04102,CUST29823,2025-06-21,Activation,Twitter,Calls keep dropping frequently.,Negative,-0.53
COMP04103,CUST84532,2024-06-27,Network,Web,Internet speed is acceptable.,Neutral,0.03
COMP04104,CUST96009,2024-03-09,Billing,Twitter,Internet speed is very good and stable.,Positive,0.97
COMP04105,CUST63843,2025-08-06,Plans,Twitter,Customer support was average.,Neutral,-0.03
COMP04106,CUST85222,2024-01-31,Plans,App,Service is neither good nor bad.,Neutral,-0.2
COMP04107,CUST53744,2024-08-17,Speed,Call,Internet speed is very good and stable.,Positive,0.37
COMP04108,CUST29425,2025-01-25,Portability,App,The network quality has improved a lot recently.,Positive,0.77
COMP04109,CUST47008,2025-06-17,Plans,App,I am being charged incorrectly every month.,Negative,-0.6
COMP04110,CUST63326,2025-08-09,Activation,App,I am satisfied with the service quality.,Positive,0.76
COMP04111,CUST17664,2025-05-02,Speed,Web,Service is neither good nor bad.,Neutral,0.19
COMP04112,CUST76732,2025-07-17,Network,Web,Internet speed is acceptable.,Neutral,-0.11
COMP04113,CUST43699,2024-04-09,Plans,Web,Activation was smooth and hassle free.,Positive,0.63
COMP04114,CUST83717,2024-06-13,Billing,App,Customer service never responds properly.,Negative,-0.98
COMP04115,CUST40444,2025-08-28,Plans,Email,Plan is okay compared to others.,Neutral,0.03
COMP04116,CUST95237,2024-06-17,Coverage,Twitter,Network works fine but could be better.,Neutral,0.18
COMP04117,CUST81804,2024-02-21,Network,Web,Internet speed is acceptable.,Neutral,-0.01
COMP04118,CUST32057,2024-10-10,Network,Call,Activation was smooth and hassle free.,Positive,0.87
COMP04119,CUST65364,2024-07-18,Customer Service,Email,I am being charged incorrectly every month.,Negative,-0.63
COMP04120,CUST20207,2025-08-08,Network,Email,Calls keep dropping frequently.,Negative,-0.35
COMP04121,CUST93489,2024-01-17,Speed,Call,Customer support resolved my issue quickly.,Positive,0.75
COMP04122,CUST13992,2024-07-16,Customer Service,App,The plan is too expensive for the service provided.,Negative,-0.46
COMP04123,CUST63647,2025-04-08,Billing,Email,"Billing is okay, nothing special.",Neutral,-0.19
COMP04124,CUST52185,2024-11-21,Billing,Call,eSIM activation failed multiple times.,Negative,-0.97
COMP04125,CUST25566,2024-05-01,Activation,Web,Billing was clear and transparent this month.,Positive,0.74
COMP04126,CUST29199,2024-02-25,Customer Service,Twitter,Customer support resolved my issue quickly.,Positive,0.75
COMP04127,CUST12694,2024-08-04,Portability,Twitter,Activation took some time.,Neutral,0.05
COMP04128,CUST95008,2025-03-15,Portability,Call,Plan is okay compared to others.,Neutral,0.06
COMP04129,CUST31718,2024-10-28,Portability,Email,"Billing is okay, nothing special.",Neutral,0.04
COMP04130,CUST92020,2024-11-20,Customer Service,Twitter,Customer support was average.,Neutral,-0.0
COMP04131,CUST73962,2025-04-21,Coverage,Web,Internet speed is acceptable.,Neutral,0.03
COMP04132,CUST19292,2025-04-21,Plans,Web,Internet speed is very good and stable.,Positive,0.85
COMP04133,CUST22182,2024-10-20,Network,Twitter,Internet speed is acceptable.,Neutral,0.02
COMP04134,CUST11030,2025-09-20,Portability,App,Internet speed is very good and stable.,Positive,0.64
COMP04135,CUST65198,2024-05-25,Billing,Twitter,Internet speed is acceptable.,Neutral,-0.14
COMP04136,CUST13614,2024-09-11,Customer Service,App,Activation was smooth and hassle free.,Positive,0.38
COMP04137,CUST48736,2024-08-13,Portability,Twitter,The network quality has improved a lot recently.,Positive,0.39
COMP04138,CUST25498,2024-10-15,Speed,Email,Internet speed is extremely slow.,Negative,-0.8
COMP04139,CUST94996,2025-07-17,Plans,App,I am satisfied with the service quality.,Positive,0.63
COMP04140,CUST32627,2025-05-26,Billing,Twitter,"Billing is okay, nothing special.",Neutral,0.17
COMP04141,CUST83967,2024-08-10,Coverage,Twitter,"Billing is okay, nothing special.",Neutral,0.05
COMP04142,CUST52532,2024-01-20,Customer Service,App,The plan is too expensive for the service provided.,Negative,-0.54
COMP04143,CUST70974,2024-06-20,Customer Service,Web,eSIM activation failed multiple times.,Negative,-0.68
COMP04144,CUST85442,2024-09-27,Network,App,I am satisfied with the service quality.,Positive,0.66
COMP04145,CUST15966,2024-04-20,Coverage,Email,Customer support was average.,Neutral,0.18
COMP04146,CUST18338,2024-08-14,Activation,App,Internet speed is acceptable.,Neutral,0.15
COMP04147,CUST84915,2025-07-29,Activation,App,eSIM activation failed multiple times.,Negative,-0.46
COMP04148,CUST78867,2024-11-29,Customer Service,Call,I am being charged incorrectly every month.,Negative,-0.78
COMP04149,CUST73049,2025-07-01,Speed,Web,Service is neither good nor bad.,Neutral,-0.04
COMP04150,CUST41437,2024-08-24,Speed,Twitter,Internet speed is acceptable.,Neutral,-0.01
COMP04151,CUST78777,2025-07-17,Plans,Email,Internet speed is acceptable.,Neutral,0.03
COMP04152,CUST49170,2024-02-23,Portability,App,Billing was clear and transparent this month.,Positive,0.81
COMP04153,CUST44914,2024-03-28,Customer Service,Call,Internet speed is acceptable.,Neutral,-0.18
COMP04154,CUST79564,2024-01-31,Network,Twitter,The network quality has improved a lot recently.,Positive,0.84
COMP04155,CUST33881,2025-06-17,Activation,Call,Customer support was average.,Neutral,-0.08
COMP04156,CUST54462,2024-08-16,Activation,Twitter,Customer support was average.,Neutral,0.09
COMP04157,CUST15827,2025-06-29,Speed,Email,The plan is too expensive for the service provided.,Negative,-0.39
COMP04158,CUST16771,2024-06-27,Activation,Web,Billing was clear and transparent this month.,Positive,0.34
COMP04159,CUST22972,2024-11-10,Coverage,App,Calls keep dropping frequently.,Negative,-0.51
COMP04160,CUST31603,2024-08-25,Speed,App,The network quality has improved a lot recently.,Positive,0.4
COMP04161,CUST40382,2024-02-13,Network,App,The network quality has improved a lot recently.,Positive,0.7
COMP04162,CUST46874,2024-06-11,Portability,Twitter,Customer support resolved my issue quickly.,Positive,0.94
COMP04163,CUST52353,2025-09-27,Billing,Email,Customer support was average.,Neutral,-0.13
COMP04164,CUST98692,2024-04-17,Billing,Twitter,Internet speed is acceptable.,Neutral,-0.06
COMP04165,CUST50378,2024-05-01,Plans,App,Internet speed is very good and stable.,Positive,0.47
COMP04166,CUST71870,2025-07-15,Network,Email,Internet speed is extremely slow.,Negative,-0.95
COMP04167,CUST88839,2024-09-30,Activation,Call,Activation was smooth and hassle free.,Positive,0.58
COMP04168,CUST27983,2024-06-11,Network,Email,Internet speed is extremely slow.,Negative,-0.77
COMP04169,CUST57759,2025-08-24,Portability,Email,The network quality has improved a lot recently.,Positive,0.45
COMP04170,CUST28775,2024-01-12,Speed,Web,Internet speed is very good and stable.,Positive,0.55
COMP04171,CUST88832,2024-08-12,Coverage,Call,Service is neither good nor bad.,Neutral,0.12
COMP04172,CUST53871,2024-04-18,Billing,App,"Billing is okay, nothing special.",Neutral,-0.09
COMP04173,CUST74607,2025-02-24,Customer Service,Call,Customer service never responds properly.,Negative,-0.7
COMP04174,CUST40984,2024-05-13,Billing,Email,Service is neither good nor bad.,Neutral,0.07
COMP04175,CUST32702,2025-04-05,Plans,Call,Customer service never responds properly.,Negative,-0.96
COMP04176,CUST57758,2025-08-05,Network,Twitter,Customer support was average.,Neutral,-0.0
COMP04177,CUST21971,2024-01-17,Network,Twitter,Network works fine but could be better.,Neutral,0.13
COMP04178,CUST62174,2024-11-28,Billing,Email,Customer support was average.,Neutral,0.18
COMP04179,CUST86754,2024-05-16,Coverage,Call,Billing was clear and transparent this month.,Positive,0.46
COMP04180,CUST87829,2025-08-12,Customer Service,Twitter,Service is neither good nor bad.,Neutral,-0.03
COMP04181,CUST71800,2024-11-03,Activation,Call,I am being charged incorrectly every month.,Negative,-0.96
COMP04182,CUST61840,2024-06-24,Plans,App,The network quality has improved a lot recently.,Positive,0.35
COMP04183,CUST94425,2024-07-14,Coverage,Web,I am being charged incorrectly every month.,Negative,-0.55
COMP04184,CUST82908,2024-12-20,Network,Email,Customer support was average.,Neutral,0.07
COMP04185,CUST25493,2025-03-30,Coverage,Twitter,Network works fine but could be better.,Neutral,-0.05
COMP04186,CUST83409,2024-08-31,Network,Twitter,Network works fine but could be better.,Neutral,-0.18
COMP04187,CUST14263,2024-02-12,Plans,App,Network works fine but could be better.,Neutral,-0.11
COMP04188,CUST22100,2025-06-01,Coverage,Web,Customer support was average.,Neutral,0.14
COMP04189,CUST28239,2025-08-08,Activation,Twitter,Billing was clear and transparent this month.,Positive,0.91
COMP04190,CUST54272,2025-06-27,Coverage,Email,Customer service never responds properly.,Negative,-0.59
COMP04191,CUST44673,2025-05-06,Billing,Web,"Billing is okay, nothing special.",Neutral,0.07
COMP04192,CUST78944,2025-01-25,Network,App,Internet speed is very good and stable.,Positive,0.59
COMP04193,CUST79283,2025-04-30,Portability,Email,Calls keep dropping frequently.,Negative,-0.82
COMP04194,CUST82543,2024-07-14,Billing,Call,Network works fine but could be better.,Neutral,-0.11
COMP04195,CUST32588,2025-05-26,Billing,Email,I am satisfied with the service quality.,Positive,0.88
COMP04196,CUST60321,2025-08-14,Customer Service,Email,"Billing is okay, nothing special.",Neutral,0.16
COMP04197,CUST43224,2024-01-18,Speed,Email,Internet speed is very good and stable.,Positive,0.71
COMP04198,CUST44959,2025-09-04,Network,Twitter,The network quality has improved a lot recently.,Positive,0.94
COMP04199,CUST51014,2024-12-16,Billing,App,Activation was smooth and hassle free.,Positive,0.79
COMP04200,CUST62072,2024-10-07,Portability,Twitter,The plan is too expensive for the service provided.,Negative,-0.46
COMP04201,CUST62375,2024-09-09,Activation,Twitter,Internet speed is very good and stable.,Positive,0.62
COMP04202,CUST52852,2025-01-26,Network,App,The plan is too expensive for the service provided.,Negative,-0.66
COMP04203,CUST18372,2024-08-06,Portability,Web,Calls keep dropping frequently.,Negative,-0.86
COMP04204,CUST16078,2025-04-26,Speed,Email,Activation took some time.,Neutral,-0.15
COMP04205,CUST82512,2025-06-24,Activation,Call,The network quality has improved a lot recently.,Positive,0.33
COMP04206,CUST28598,2024-09-19,Plans,App,Network is very poor in my area.,Negative,-0.84
COMP04207,CUST17623,2024-04-06,Plans,Email,"Billing is okay, nothing special.",Neutral,0.01
COMP04208,CUST65235,2024-04-17,Billing,App,Network is very poor in my area.,Negative,-0.76
COMP04209,CUST65257,2025-08-15,Billing,Twitter,The network quality has improved a lot recently.,Positive,0.82
COMP04210,CUST73602,2025-04-28,Customer Service,App,The plan offers great value for money.,Positive,0.91
COMP04211,CUST46018,2025-06-14,Portability,Twitter,The plan offers great value for money.,Positive,0.84
COMP04212,CUST45008,2024-12-20,Activation,Email,"Billing is okay, nothing special.",Neutral,-0.07
COMP04213,CUST96575,2025-01-11,Coverage,Web,eSIM activation failed multiple times.,Negative,-0.63
COMP04214,CUST41787,2025-03-13,Network,Email,Internet speed is acceptable.,Neutral,-0.16
COMP04215,CUST77892,2024-08-10,Network,App,Internet speed is very good and stable.,Positive,0.79
COMP04216,CUST14202,2024-04-06,Speed,Email,The plan offers great value for money.,Positive,0.34
COMP04217,CUST68510,2025-08-11,Activation,Email,Activation took some time.,Neutral,0.03
COMP04218,CUST93669,2024-08-11,Network,Twitter,Calls keep dropping frequently.,Negative,-0.56
COMP04219,CUST96908,2024-10-12,Speed,Call,Internet speed is acceptable.,Neutral,-0.19
COMP04220,CUST13021,2024-08-18,Network,Email,I am satisfied with the service quality.,Positive,0.51
COMP04221,CUST27071,2025-05-15,Speed,Twitter,I am satisfied with the service quality.,Positive,0.78
COMP04222,CUST80862,2025-04-01,Plans,Twitter,The network quality has improved a lot recently.,Positive,0.89
COMP04223,CUST62591,2025-06-24,Activation,Twitter,Internet speed is very good and stable.,Positive,0.78
COMP04224,CUST76817,2025-07-03,Speed,Twitter,Plan is okay compared to others.,Neutral,-0.03
COMP04225,CUST28609,2025-05-29,Portability,App,Internet speed is extremely slow.,Negative,-0.88
COMP04226,CUST43273,2024-09-15,Plans,Web,Activation took some time.,Neutral,0.03
COMP04227,CUST90819,2025-06-06,Billing,Email,The plan offers great value for money.,Positive,0.59
COMP04228,CUST62507,2024-08-27,Speed,App,eSIM activation failed multiple times.,Negative,-0.37
COMP04229,CUST75015,2025-04-04,Portability,Web,The plan is too expensive for the service provided.,Negative,-0.36
COMP04230,CUST16931,2024-12-23,Speed,Web,Calls keep dropping frequently.,Negative,-0.81
COMP04231,CUST20188,2024-08-28,Customer Service,Web,Calls keep dropping frequently.,Negative,-0.48
COMP04232,CUST85327,2024-12-17,Speed,Web,Customer service never responds properly.,Negative,-0.62
COMP04233,CUST98043,2024-08-14,Coverage,Web,Network works fine but could be better.,Neutral,-0.05
COMP04234,CUST29909,2024-10-13,Activation,Twitter,Internet speed is acceptable.,Neutral,0.1
COMP04235,CUST76999,2025-04-22,Billing,Twitter,I am satisfied with the service quality.,Positive,0.47
COMP04236,CUST66960,2025-01-25,Coverage,Call,Internet speed is very good and stable.,Positive,0.48
COMP04237,CUST30023,2024-10-01,Billing,Call,eSIM activation failed multiple times.,Negative,-0.68
COMP04238,CUST27881,2025-09-17,Portability,Web,I am satisfied with the service quality.,Positive,0.62
COMP04239,CUST44876,2025-08-17,Customer Service,Email,Customer support resolved my issue quickly.,Positive,0.71
COMP04240,CUST93871,2025-09-08,Billing,Twitter,Activation took some time.,Neutral,0.09
COMP04241,CUST17967,2024-05-05,Billing,Call,Internet speed is acceptable.,Neutral,-0.08
COMP04242,CUST96008,2025-08-06,Plans,Twitter,Billing was clear and transparent this month.,Positive,0.64
COMP04243,CUST33796,2024-08-01,Speed,Web,Customer support was average.,Neutral,-0.13
COMP04244,CUST94100,2025-06-20,Coverage,Twitter,Activation was smooth and hassle free.,Positive,0.69
COMP04245,CUST73111,2025-05-10,Portability,Call,Customer service never responds properly.,Negative,-0.35
COMP04246,CUST30811,2024-07-20,Activation,Email,Network works fine but could be better.,Neutral,0.04
COMP04247,CUST39777,2024-11-15,Plans,Web,Internet speed is very good and stable.,Positive,0.84
COMP04248,CUST30303,2025-03-24,Network,Call,The plan is too expensive for the service provided.,Negative,-0.99
COMP04249,CUST29032,2025-09-22,Plans,Web,Billing was clear and transparent this month.,Positive,0.89
COMP04250,CUST66134,2025-09-19,Activation,Web,Activation was smooth and hassle free.,Positive,0.9
COMP04251,CUST69096,2024-10-29,Speed,Email,The plan is too expensive for the service provided.,Negative,-0.8
COMP04252,CUST73826,2024-02-22,Coverage,Twitter,Activation was smooth and hassle free.,Positive,0.45
COMP04253,CUST21704,2025-10-01,Billing,Web,Service is neither good nor bad.,Neutral,0.02
COMP04254,CUST65339,2024-11-13,Speed,App,Internet speed is acceptable.,Neutral,-0.17
COMP04255,CUST73527,2024-06-15,Portability,Email,Customer service never responds properly.,Negative,-0.74
COMP04256,CUST67017,2025-02-08,Plans,Twitter,Billing was clear and transparent this month.,Positive,0.47
COMP04257,CUST81337,2024-09-02,Coverage,Web,Customer support was average.,Neutral,-0.1
COMP04258,CUST79226,2024-09-30,Customer Service,App,Internet speed is very good and stable.,Positive,0.57
COMP04259,CUST60566,2024-05-10,Speed,Email,I am satisfied with the service quality.,Positive,0.8
COMP04260,CUST71085,2024-12-11,Portability,Web,Billing was clear and transparent this month.,Positive,0.8
COMP04261,CUST65971,2024-10-04,Customer Service,Web,Internet speed is very good and stable.,Positive,0.66
COMP04262,CUST90541,2025-05-26,Network,Web,Network works fine but could be better.,Neutral,-0.19
COMP04263,CUST35230,2025-06-09,Network,Email,Customer support was average.,Neutral,0.18
COMP04264,CUST57976,2024-07-17,Network,Web,Service is neither good nor bad.,Neutral,-0.08
COMP04265,CUST60411,2025-06-06,Speed,Twitter,eSIM activation failed multiple times.,Negative,-0.46
COMP04266,CUST33274,2024-04-24,Customer Service,Web,I am satisfied with the service quality.,Positive,0.82
COMP04267,CUST39800,2024-02-12,Portability,Email,I am satisfied with the service quality.,Positive,0.44
COMP04268,CUST54581,2025-09-27,Speed,App,"Billing is okay, nothing special.",Neutral,-0.12
COMP04269,CUST82774,2025-06-21,Plans,Twitter,Internet speed is very good and stable.,Positive,0.65
COMP04270,CUST39012,2024-11-07,Network,Twitter,eSIM activation failed multiple times.,Negative,-0.64
COMP04271,CUST94972,2024-05-17,Speed,Twitter,Internet speed is very good and stable.,Positive,0.62
COMP04272,CUST95513,2024-01-11,Activation,App,Activation took some time.,Neutral,-0.11
COMP04273,CUST82700,2024-06-18,Portability,Web,Network works fine but could be better.,Neutral,0.06
COMP04274,CUST65417,2025-08-22,Billing,Call,Customer support was average.,Neutral,0.15
COMP04275,CUST81858,2025-07-09,Plans,Web,Network is very poor in my area.,Negative,-0.84
COMP04276,CUST33168,2025-03-18,Activation,Call,"Billing is okay, nothing special.",Neutral,0.05
COMP04277,CUST41498,2025-02-05,Customer Service,App,I am satisfied with the service quality.,Positive,0.83
COMP04278,CUST52451,2024-07-07,Coverage,Call,Customer support was average.,Neutral,-0.02
COMP04279,CUST55593,2024-04-22,Portability,Email,Service is neither good nor bad.,Neutral,-0.07
COMP04280,CUST13660,2024-12-08,Activation,App,Internet speed is extremely slow.,Negative,-0.52
COMP04281,CUST58421,2025-04-03,Customer Service,Web,The network quality has improved a lot recently.,Positive,0.89
COMP04282,CUST17507,2024-12-25,Billing,Twitter,Activation was smooth and hassle free.,Positive,0.66
COMP04283,CUST99533,2025-09-04,Coverage,Twitter,Customer support was average.,Neutral,0.13
COMP04284,CUST66920,2024-02-19,Customer Service,Web,Customer support was average.,Neutral,-0.06
COMP04285,CUST60491,2025-05-19,Plans,Web,Billing was clear and transparent this month.,Positive,0.63
COMP04286,CUST21903,2024-02-09,Network,Email,Internet speed is acceptable.,Neutral,-0.09
COMP04287,CUST93746,2025-07-13,Coverage,Twitter,The plan is too expensive for the service provided.,Negative,-0.58
COMP04288,CUST55439,2025-08-02,Speed,Call,Activation was smooth and hassle free.,Positive,0.44
COMP04289,CUST35185,2024-06-05,Activation,Call,Billing was clear and transparent this month.,Positive,0.41
COMP04290,CUST84222,2024-10-22,Portability,App,The plan is too expensive for the service provided.,Negative,-0.31
COMP04291,CUST88823,2024-04-20,Speed,Call,I am being charged incorrectly every month.,Negative,-0.46
COMP04292,CUST59643,2025-07-17,Billing,App,Customer support was average.,Neutral,-0.03
COMP04293,CUST88663,2024-04-30,Customer Service,Call,Plan is okay compared to others.,Neutral,0.05
COMP04294,CUST42458,2024-02-25,Portability,Email,Billing was clear and transparent this month.,Positive,0.48
COMP04295,CUST44629,2024-03-05,Activation,Web,"Billing is okay, nothing special.",Neutral,-0.05
COMP04296,CUST10066,2025-08-16,Activation,Web,Activation was smooth and hassle free.,Positive,0.77
