ComplaintID,CustomerID,Date,IssueCategory,Channel,ComplaintText,Sentiment
COMP0004584,CUST104361,2024-06-16,Coverage,Call,Poor coverage in my neighborhood. Kindly look into this.,Neutral
COMP0004585,CUST104363,2025-10-09,Coverage,Call,No bars in the office basement.,Positive
COMP0004586,CUST104364,2025-08-29,Customer_Service,Twitter,Support is not responding to tickets. Kindly look into this.,Negative
COMP0004587,CUST104366,2025-05-29,Network,Call,Frequent call drops in my area.,Neutral
COMP0004588,CUST104368,2025-09-26,Coverage,Email,Coverage maps seem inaccurate. Please resolve ASAP.,Negative
COMP0004589,CUST104370,2024-06-29,Customer_Service,Email,Long wait times when I call customer care. Kindly look into this.,Negative
COMP0004590,CUST104371,2024-01-04,Portability,App,Porting code (UPC) not received. Requesting a quick fix.,Neutral
COMP0004591,CUST104374,2025-03-04,Value,Call,Plan price is too high for the benefits.,Negative
COMP0004592,CUST104374,2025-07-13,Activation,Call,eSIM activation failed twice. Please resolve ASAP.,Neutral
COMP0004593,CUST104374,2024-11-23,Billing,Call,Why are fees so high this cycle? Kindly look into this.,Negative
COMP0004594,CUST104375,2024-01-18,Coverage,Twitter,Coverage maps seem inaccurate.,Negative
COMP0004595,CUST104375,2024-12-02,Billing,App,Unexpected charges on my account. Requesting a quick fix.,Negative
COMP0004596,CUST104375,2025-07-14,Billing,App,I was double charged and need a refund.,Negative
COMP0004597,CUST104376,2025-06-05,Value,App,Hidden charges reduce the value. Kindly look into this.,Neutral
COMP0004598,CUST104376,2024-04-17,Customer_Service,Twitter,Support is not responding to tickets.,Positive
COMP0004599,CUST104379,2024-09-11,Network,Call,SIM shows no service randomly. Please resolve ASAP.,Neutral
COMP0004600,CUST104379,2024-10-13,Customer_Service,Twitter,Chat support keeps closing my case. Please resolve ASAP.,Negative
COMP0004601,CUST104380,2025-07-01,Billing,Call,I was double charged and need a refund. Kindly look into this.,Neutral
COMP0004602,CUST104381,2024-04-29,Value,Call,Not satisfied with the value of the service.,Neutral
COMP0004603,CUST104383,2024-03-20,Billing,App,Why are fees so high this cycle? Kindly look into this.,Neutral
COMP0004604,CUST104383,2024-05-20,Billing,Call,I was double charged and need a refund.,Negative
COMP0004605,CUST104385,2024-05-04,Customer_Service,App,Long wait times when I call customer care. Requesting a quick fix.,Negative
COMP0004606,CUST104388,2024-02-12,Portability,Call,Need help to port to your network. Requesting a quick fix.,Negative
COMP0004607,CUST104389,2024-02-19,Speed,App,Speed fluctuates a lot while working.,Negative
COMP0004608,CUST104389,2025-01-28,Activation,Email,eSIM activation failed twice. Requesting a quick fix.,Negative
COMP0004609,CUST104390,2025-09-09,Activation,Call,Port-in request stuck at activation. Requesting a quick fix.,Negative
COMP0004610,CUST104390,2024-01-05,Portability,App,Issues while porting my number. Kindly look into this.,Negative
COMP0004611,CUST104391,2024-11-13,Coverage,Call,No bars in the office basement.,Negative
COMP0004612,CUST104391,2025-04-10,Value,Email,Not satisfied with the value of the service. Please resolve ASAP.,Positive
COMP0004613,CUST104394,2024-05-05,Billing,Call,My bill is incorrect this month. Requesting a quick fix.,Negative
COMP0004614,CUST104394,2024-10-05,Billing,Email,Unexpected charges on my account. Requesting a quick fix.,Negative
COMP0004615,CUST104395,2025-04-12,Activation,Email,Port-in request stuck at activation. Requesting a quick fix.,Neutral
COMP0004616,CUST104395,2024-02-12,Customer_Service,Email,Chat support keeps closing my case. Kindly look into this.,Negative
COMP0004617,CUST104397,2025-01-30,Value,Email,Plan price is too high for the benefits. Requesting a quick fix.,Neutral
COMP0004618,CUST104399,2024-08-07,Customer_Service,Email,Chat support keeps closing my case.,Negative
COMP0004619,CUST104399,2025-08-09,Billing,Call,Unexpected charges on my account. Kindly look into this.,Positive
COMP0004620,CUST104399,2024-01-02,Portability,Twitter,Porting code (UPC) not received.,Neutral
COMP0004621,CUST104400,2024-03-13,Network,Email,No signal inside my home for hours. Requesting a quick fix.,Negative
COMP0004622,CUST104400,2024-10-20,Billing,Email,Unexpected charges on my account. Requesting a quick fix.,Negative
COMP0004623,CUST104401,2025-05-30,Customer_Service,Twitter,Agent promised a callback that never came.,Negative
COMP0004624,CUST104403,2025-03-25,Network,Call,SIM shows no service randomly. Kindly look into this.,Neutral
COMP0004625,CUST104409,2024-08-08,Billing,App,My bill is incorrect this month.,Neutral
COMP0004626,CUST104410,2025-06-20,Activation,Web,New SIM activation is delayed. Please resolve ASAP.,Negative
COMP0004627,CUST104411,2025-06-05,Portability,Call,Issues while porting my number.,Neutral
COMP0004628,CUST104411,2024-06-10,Network,Call,No signal inside my home for hours.,Negative
COMP0004629,CUST104413,2024-06-29,Billing,Email,Why are fees so high this cycle? Requesting a quick fix.,Positive
COMP0004630,CUST104416,2024-06-09,Value,App,Competitors offer more data for less. Requesting a quick fix.,Negative
COMP0004631,CUST104417,2024-01-13,Customer_Service,App,Chat support keeps closing my case.,Negative
COMP0004632,CUST104417,2024-04-24,Coverage,Call,Signal is weak along my commute route.,Neutral
COMP0004633,CUST104418,2025-02-25,Customer_Service,App,Support is not responding to tickets. Please resolve ASAP.,Negative
COMP0004634,CUST104418,2025-03-22,Customer_Service,Email,Support is not responding to tickets. Kindly look into this.,Neutral
COMP0004635,CUST104418,2025-04-23,Activation,Web,New SIM activation is delayed. Kindly look into this.,Negative
COMP0004636,CUST104419,2024-10-30,Customer_Service,Call,Agent promised a callback that never came.,Neutral
COMP0004637,CUST104420,2025-10-09,Network,Call,SIM shows no service randomly.,Neutral
COMP0004638,CUST104422,2025-10-29,Portability,Email,Port request denied without reason.,Neutral
COMP0004639,CUST104423,2025-01-21,Speed,Twitter,Downloads are extremely slow in the evening. Kindly look into this.,Neutral
COMP0004640,CUST104423,2025-03-02,Speed,Twitter,Speed fluctuates a lot while working. Please resolve ASAP.,Negative
COMP0004641,CUST104425,2025-09-03,Activation,Email,New SIM activation is delayed.,Negative
COMP0004642,CUST104425,2024-02-23,Customer_Service,Call,Long wait times when I call customer care. Requesting a quick fix.,Positive
COMP0004643,CUST104426,2025-10-14,Activation,Call,New SIM activation is delayed. Kindly look into this.,Neutral
COMP0004644,CUST104426,2024-04-01,Network,Twitter,Frequent call drops in my area. Kindly look into this.,Positive
COMP0004645,CUST104426,2024-10-14,Billing,Email,I was double charged and need a refund. Requesting a quick fix.,Negative
COMP0004646,CUST104427,2024-05-25,Network,Call,Network keeps disconnecting frequently. Please resolve ASAP.,Negative
COMP0004647,CUST104428,2025-01-07,Network,Twitter,Frequent call drops in my area.,Negative
COMP0004648,CUST104430,2024-03-05,Billing,Web,Unexpected charges on my account. Kindly look into this.,Negative
COMP0004649,CUST104433,2025-08-08,Portability,Email,Port request denied without reason. Please resolve ASAP.,Neutral
COMP0004650,CUST104433,2025-03-11,Speed,Email,Internet speed is far below plan speed.,Negative
COMP0004651,CUST104434,2024-02-26,Network,App,SIM shows no service randomly. Please resolve ASAP.,Negative
COMP0004652,CUST104436,2024-05-18,Billing,Call,My bill is incorrect this month.,Negative
COMP0004653,CUST104436,2024-08-28,Coverage,App,Coverage maps seem inaccurate. Please resolve ASAP.,Negative
COMP0004654,CUST104437,2025-06-23,Network,Twitter,Frequent call drops in my area. Please resolve ASAP.,Neutral
COMP0004655,CUST104441,2024-08-18,Speed,App,Speed fluctuates a lot while working.,Neutral
COMP0004656,CUST104441,2024-03-02,Network,App,Network keeps disconnecting frequently. Kindly look into this.,Negative
COMP0004657,CUST104442,2024-08-06,Activation,Call,Port-in request stuck at activation.,Neutral
COMP0004658,CUST104442,2025-04-03,Coverage,Call,Poor coverage in my neighborhood. Please resolve ASAP.,Negative
COMP0004659,CUST104445,2025-09-12,Customer_Service,Call,Long wait times when I call customer care.,Negative
COMP0004660,CUST104448,2025-04-12,Customer_Service,Web,Support is not responding to tickets. Kindly look into this.,Neutral
COMP0004661,CUST104449,2025-01-18,Activation,Call,Port-in request stuck at activation. Please resolve ASAP.,Neutral
COMP0004662,CUST104453,2024-08-15,Coverage,Call,Poor coverage in my neighborhood. Please resolve ASAP.,Neutral
COMP0004663,CUST104454,2025-09-03,Billing,Email,I was double charged and need a refund. Requesting a quick fix.,Negative
COMP0004664,CUST104455,2025-05-07,Speed,App,Streaming keeps buffering.,Neutral
COMP0004665,CUST104456,2024-05-03,Value,Email,Competitors offer more data for less. Kindly look into this.,Negative
COMP0004666,CUST104458,2024-03-28,Coverage,App,Signal is weak along my commute route.,Negative
COMP0004667,CUST104458,2024-02-04,Speed,Call,Streaming keeps buffering. Kindly look into this.,Neutral
COMP0004668,CUST104459,2024-07-25,Activation,Call,New SIM activation is delayed.,Negative
COMP0004669,CUST104459,2024-10-13,Network,Call,Frequent call drops in my area. Please resolve ASAP.,Negative
COMP0004670,CUST104459,2025-01-09,Customer_Service,Email,Chat support keeps closing my case.,Negative
COMP0004671,CUST104463,2024-09-14,Billing,Twitter,Unexpected charges on my account. Please resolve ASAP.,Negative
COMP0004672,CUST104465,2024-03-14,Activation,Call,eSIM activation failed twice. Please resolve ASAP.,Neutral
COMP0004673,CUST104467,2024-11-10,Activation,App,KYC done but still not activated.,Negative
COMP0004674,CUST104468,2025-03-19,Billing,Twitter,Unexpected charges on my account. Kindly look into this.,Neutral
COMP0004675,CUST104468,2024-05-16,Value,Call,Hidden charges reduce the value. Please resolve ASAP.,Negative
COMP0004676,CUST104469,2024-02-26,Speed,Call,Downloads are extremely slow in the evening.,Negative
COMP0004677,CUST104470,2025-09-08,Coverage,Email,Coverage maps seem inaccurate. Please resolve ASAP.,Negative
COMP0004678,CUST104470,2025-10-03,Network,Email,SIM shows no service randomly.,Negative
COMP0004679,CUST104470,2025-05-29,Activation,Twitter,eSIM activation failed twice.,Neutral
COMP0004680,CUST104471,2024-05-10,Customer_Service,Web,Agent promised a callback that never came. Requesting a quick fix.,Neutral
COMP0004681,CUST104472,2025-04-02,Customer_Service,Email,Agent promised a callback that never came.,Negative
COMP0004682,CUST104473,2024-01-03,Billing,App,Why are fees so high this cycle?,Negative
COMP0004683,CUST104473,2025-10-11,Value,Email,Plan price is too high for the benefits.,Positive
COMP0004684,CUST104475,2024-04-08,Billing,Call,I was double charged and need a refund.,Positive
COMP0004685,CUST104475,2025-01-03,Activation,Call,eSIM activation failed twice. Kindly look into this.,Neutral
COMP0004686,CUST104476,2024-07-28,Value,Email,Competitors offer more data for less. Please resolve ASAP.,Neutral
COMP0004687,CUST104476,2024-04-15,Speed,Twitter,Downloads are extremely slow in the evening.,Negative
COMP0004688,CUST104476,2025-03-31,Billing,Call,Unexpected charges on my account. Requesting a quick fix.,Negative
COMP0004689,CUST104477,2025-03-25,Customer_Service,Email,Agent promised a callback that never came.,Negative
COMP0004690,CUST104478,2024-08-31,Coverage,App,Coverage maps seem inaccurate.,Neutral
COMP0004691,CUST104478,2025-10-19,Billing,Call,My bill is incorrect this month. Kindly look into this.,Negative
COMP0004692,CUST104480,2025-03-30,Speed,Email,Speed fluctuates a lot while working. Kindly look into this.,Positive
COMP0004693,CUST104481,2024-02-16,Speed,Web,Speed fluctuates a lot while working.,Negative
COMP0004694,CUST104481,2024-10-08,Coverage,Twitter,Poor coverage in my neighborhood.,Neutral
COMP0004695,CUST104482,2024-06-06,Customer_Service,Email,Long wait times when I call customer care. Kindly look into this.,Negative
COMP0004696,CUST104482,2025-02-11,Value,Call,Hidden charges reduce the value.,Neutral
COMP0004697,CUST104483,2024-09-23,Network,Call,Network keeps disconnecting frequently.,Negative
COMP0004698,CUST104483,2025-04-17,Value,App,Not satisfied with the value of the service.,Negative
COMP0004699,CUST104483,2024-06-18,Activation,App,Port-in request stuck at activation.,Neutral
COMP0004700,CUST104484,2025-01-29,Coverage,Web,No bars in the office basement.,Positive
COMP0004701,CUST104484,2024-12-01,Value,Web,Competitors offer more data for less. Requesting a quick fix.,Negative
COMP0004702,CUST104488,2024-07-03,Portability,Web,Porting code (UPC) not received. Requesting a quick fix.,Negative
COMP0004703,CUST104488,2025-01-24,Value,Web,Hidden charges reduce the value.,Negative
COMP0004704,CUST104489,2025-06-29,Network,Call,SIM shows no service randomly. Kindly look into this.,Negative
COMP0004705,CUST104489,2024-10-11,Customer_Service,Web,Support is not responding to tickets.,Positive
COMP0004706,CUST104490,2025-05-16,Value,App,Competitors offer more data for less.,Negative
COMP0004707,CUST104493,2025-09-29,Billing,Email,Unexpected charges on my account. Please resolve ASAP.,Neutral
COMP0004708,CUST104497,2025-04-21,Billing,Web,Why are fees so high this cycle? Kindly look into this.,Negative
COMP0004709,CUST104497,2024-06-07,Coverage,Call,Signal is weak along my commute route.,Neutral
COMP0004710,CUST104498,2024-09-27,Value,Email,Hidden charges reduce the value.,Negative
COMP0004711,CUST104499,2025-08-28,Value,Call,Not satisfied with the value of the service. Kindly look into this.,Neutral
COMP0004712,CUST104501,2025-05-17,Billing,App,My bill is incorrect this month. Kindly look into this.,Negative
COMP0004713,CUST104501,2024-09-21,Value,Call,Competitors offer more data for less. Kindly look into this.,Negative
COMP0004714,CUST104504,2024-02-16,Network,Call,SIM shows no service randomly. Requesting a quick fix.,Negative
COMP0004715,CUST104504,2024-05-26,Portability,Call,Issues while porting my number.,Neutral
COMP0004716,CUST104506,2025-08-20,Activation,Twitter,KYC done but still not activated.,Neutral
COMP0004717,CUST104507,2025-05-12,Portability,Call,Port request denied without reason.,Neutral
COMP0004718,CUST104507,2024-05-04,Value,Twitter,Competitors offer more data for less.,Neutral
COMP0004719,CUST104507,2024-02-23,Value,Twitter,Plan price is too high for the benefits. Please resolve ASAP.,Negative
COMP0004720,CUST104509,2024-07-27,Activation,Call,Port-in request stuck at activation. Requesting a quick fix.,Positive
COMP0004721,CUST104511,2025-10-19,Value,Email,Not satisfied with the value of the service.,Positive
COMP0004722,CUST104511,2024-11-27,Portability,Web,Porting code (UPC) not received.,Negative
COMP0004723,CUST104511,2025-04-07,Activation,Web,KYC done but still not activated. Requesting a quick fix.,Negative
COMP0004724,CUST104513,2024-10-08,Value,Call,Hidden charges reduce the value.,Neutral
COMP0004725,CUST104514,2025-01-27,Portability,Call,Port request denied without reason.,Positive
COMP0004726,CUST104516,2025-02-18,Portability,Call,Porting code (UPC) not received. Kindly look into this.,Neutral
COMP0004727,CUST104518,2024-09-06,Portability,Call,Port request denied without reason.,Positive
COMP0004728,CUST104521,2024-02-28,Billing,Call,I was double charged and need a refund. Requesting a quick fix.,Negative
COMP0004729,CUST104521,2024-02-14,Coverage,Call,Coverage maps seem inaccurate. Kindly look into this.,Negative
COMP0004730,CUST104522,2024-03-08,Activation,Call,KYC done but still not activated.,Neutral
COMP0004731,CUST104523,2024-09-13,Value,App,Plan price is too high for the benefits.,Neutral
COMP0004732,CUST104523,2024-08-16,Billing,Email,I was double charged and need a refund. Kindly look into this.,Negative
COMP0004733,CUST104524,2024-01-14,Portability,Call,Need help to port to your network. Please resolve ASAP.,Negative
COMP0004734,CUST104526,2025-07-27,Billing,Email,I was double charged and need a refund.,Negative
COMP0004735,CUST104527,2025-07-26,Billing,Call,Unexpected charges on my account.,Negative
COMP0004736,CUST104530,2025-10-27,Customer_Service,Twitter,Agent promised a callback that never came. Please resolve ASAP.,Negative
COMP0004737,CUST104530,2025-07-23,Activation,App,eSIM activation failed twice.,Neutral
COMP0004738,CUST104531,2024-06-15,Speed,Email,Internet speed is far below plan speed.,Negative
COMP0004739,CUST104532,2025-05-11,Customer_Service,Email,Support is not responding to tickets.,Negative
COMP0004740,CUST104533,2024-10-07,Coverage,App,No bars in the office basement.,Neutral
COMP0004741,CUST104533,2024-07-06,Coverage,Email,Coverage maps seem inaccurate. Kindly look into this.,Neutral
COMP0004742,CUST104535,2024-05-08,Speed,Twitter,Streaming keeps buffering.,Negative
COMP0004743,CUST104535,2025-05-06,Billing,App,I was double charged and need a refund.,Negative
COMP0004744,CUST104538,2025-03-16,Coverage,Call,Coverage maps seem inaccurate. Kindly look into this.,Neutral
COMP0004745,CUST104541,2024-07-12,Activation,Call,Port-in request stuck at activation. Kindly look into this.,Negative
COMP0004746,CUST104541,2025-03-29,Speed,Twitter,Downloads are extremely slow in the evening. Requesting a quick fix.,Negative
COMP0004747,CUST104541,2025-05-18,Activation,Call,Port-in request stuck at activation.,Neutral
COMP0004748,CUST104543,2025-03-26,Customer_Service,App,Agent promised a callback that never came.,Negative
COMP0004749,CUST104545,2025-03-29,Speed,Twitter,Speed fluctuates a lot while working. Requesting a quick fix.,Negative
COMP0004750,CUST104548,2025-10-16,Activation,Web,eSIM activation failed twice.,Negative
COMP0004751,CUST104549,2024-03-08,Speed,Twitter,Downloads are extremely slow in the evening.,Neutral
COMP0004752,CUST104551,2025-08-17,Value,Twitter,Competitors offer more data for less.,Neutral
COMP0004753,CUST104551,2025-06-20,Value,App,Not satisfied with the value of the service. Please resolve ASAP.,Neutral
COMP0004754,CUST104552,2024-11-24,Speed,Twitter,Downloads are extremely slow in the evening.,Negative
COMP0004755,CUST104552,2024-01-12,Activation,App,eSIM activation failed twice. Kindly look into this.,Neutral
COMP0004756,CUST104553,2025-02-05,Value,Web,Hidden charges reduce the value. Please resolve ASAP.,Neutral
COMP0004757,CUST104555,2024-07-05,Customer_Service,Call,Chat support keeps closing my case.,Negative
COMP0004758,CUST104558,2024-01-20,Value,Call,Not satisfied with the value of the service. Requesting a quick fix.,Negative
COMP0004759,CUST104558,2024-08-31,Billing,Twitter,Unexpected charges on my account.,Positive
COMP0004760,CUST104559,2024-10-28,Speed,Call,Streaming keeps buffering. Please resolve ASAP.,Positive
COMP0004761,CUST104559,2024-12-21,Value,Call,Hidden charges reduce the value.,Neutral
COMP0004762,CUST104559,2024-03-11,Value,Twitter,Competitors offer more data for less. Requesting a quick fix.,Negative
COMP0004763,CUST104563,2024-10-08,Coverage,Twitter,No bars in the office basement. Kindly look into this.,Neutral
COMP0004764,CUST104563,2024-09-20,Network,Call,Network keeps disconnecting frequently. Kindly look into this.,Negative
COMP0004765,CUST104566,2024-04-12,Customer_Service,Call,Agent promised a callback that never came. Kindly look into this.,Negative
COMP0004766,CUST104567,2025-02-18,Value,Call,Plan price is too high for the benefits. Kindly look into this.,Positive
COMP0004767,CUST104568,2025-05-28,Value,Email,Competitors offer more data for less.,Neutral
COMP0004768,CUST104570,2024-11-01,Portability,App,Port request denied without reason. Kindly look into this.,Negative
COMP0004769,CUST104570,2025-09-29,Portability,Email,Need help to port to your network. Please resolve ASAP.,Negative
COMP0004770,CUST104571,2024-01-28,Network,Call,SIM shows no service randomly.,Negative
COMP0004771,CUST104571,2025-04-11,Customer_Service,App,Support is not responding to tickets.,Neutral
COMP0004772,CUST104573,2025-01-28,Customer_Service,App,Chat support keeps closing my case.,Negative
COMP0004773,CUST104573,2024-03-14,Billing,Call,My bill is incorrect this month. Please resolve ASAP.,Negative
COMP0004774,CUST104574,2024-11-05,Network,Web,Frequent call drops in my area. Kindly look into this.,Negative
COMP0004775,CUST104575,2024-11-06,Billing,Call,Why are fees so high this cycle? Kindly look into this.,Negative
COMP0004776,CUST104577,2024-08-12,Coverage,App,Signal is weak along my commute route. Please resolve ASAP.,Neutral
COMP0004777,CUST104577,2024-09-05,Coverage,App,Signal is weak along my commute route. Kindly look into this.,Negative
COMP0004778,CUST104578,2025-06-08,Portability,Web,Issues while porting my number. Please resolve ASAP.,Positive
COMP0004779,CUST104578,2024-06-08,Customer_Service,App,Long wait times when I call customer care.,Negative
COMP0004780,CUST104579,2025-07-09,Value,Twitter,Hidden charges reduce the value. Please resolve ASAP.,Positive
COMP0004781,CUST104579,2025-03-31,Speed,Web,Internet speed is far below plan speed. Please resolve ASAP.,Negative
COMP0004782,CUST104580,2025-03-27,Value,Email,Hidden charges reduce the value.,Positive
COMP0004783,CUST104581,2025-02-01,Billing,Twitter,Unexpected charges on my account.,Neutral
COMP0004784,CUST104581,2024-06-19,Customer_Service,Email,Chat support keeps closing my case.,Negative
COMP0004785,CUST104585,2025-01-18,Value,Email,Competitors offer more data for less.,Neutral
COMP0004786,CUST104589,2025-10-07,Billing,Twitter,Unexpected charges on my account. Kindly look into this.,Neutral
COMP0004787,CUST104589,2024-02-16,Activation,Call,KYC done but still not activated. Please resolve ASAP.,Neutral
COMP0004788,CUST104589,2024-02-02,Speed,Call,Internet speed is far below plan speed.,Neutral
COMP0004789,CUST104590,2024-07-29,Activation,Call,New SIM activation is delayed.,Neutral
COMP0004790,CUST104590,2024-06-03,Activation,App,eSIM activation failed twice. Kindly look into this.,Negative
COMP0004791,CUST104591,2025-02-18,Coverage,Call,No bars in the office basement. Kindly look into this.,Negative
COMP0004792,CUST104594,2025-08-26,Value,Call,Not satisfied with the value of the service. Please resolve ASAP.,Negative
COMP0004793,CUST104594,2024-02-20,Billing,Call,Unexpected charges on my account.,Negative
COMP0004794,CUST104595,2024-07-06,Activation,Twitter,KYC done but still not activated.,Neutral
COMP0004795,CUST104595,2024-03-28,Network,Call,Network keeps disconnecting frequently.,Neutral
COMP0004796,CUST104598,2024-12-01,Network,Email,No signal inside my home for hours. Kindly look into this.,Negative
COMP0004797,CUST104601,2024-01-20,Billing,App,My bill is incorrect this month.,Negative
COMP0004798,CUST104603,2025-09-12,Customer_Service,Email,Support is not responding to tickets.,Negative
COMP0004799,CUST104604,2025-03-14,Portability,Twitter,Need help to port to your network. Please resolve ASAP.,Neutral
COMP0004800,CUST104606,2024-01-30,Billing,Email,Why are fees so high this cycle?,Negative
COMP0004801,CUST104606,2024-06-22,Billing,App,My bill is incorrect this month. Requesting a quick fix.,Negative
COMP0004802,CUST104607,2024-07-01,Customer_Service,Email,Support is not responding to tickets. Kindly look into this.,Negative
COMP0004803,CUST104607,2024-07-02,Value,Email,Hidden charges reduce the value.,Neutral
COMP0004804,CUST104607,2024-10-11,Coverage,Call,Poor coverage in my neighborhood. Requesting a quick fix.,Neutral
COMP0004805,CUST104608,2025-03-10,Customer_Service,App,Support is not responding to tickets.,Negative
COMP0004806,CUST104609,2025-06-19,Portability,Call,Issues while porting my number.,Neutral
COMP0004807,CUST104609,2024-12-13,Customer_Service,Web,Chat support keeps closing my case.,Negative
COMP0004808,CUST104610,2025-04-30,Billing,Email,I was double charged and need a refund. Kindly look into this.,Negative
COMP0004809,CUST104610,2024-05-02,Network,Twitter,Frequent call drops in my area. Requesting a quick fix.,Neutral
COMP0004810,CUST104610,2024-11-28,Customer_Service,Web,Long wait times when I call customer care.,Negative
COMP0004811,CUST104615,2025-05-12,Coverage,Call,Signal is weak along my commute route.,Negative
COMP0004812,CUST104616,2024-04-14,Billing,Twitter,Why are fees so high this cycle? Kindly look into this.,Negative
COMP0004813,CUST104616,2024-09-27,Customer_Service,App,Agent promised a callback that never came. Please resolve ASAP.,Neutral
COMP0004814,CUST104616,2024-01-05,Value,Twitter,Competitors offer more data for less.,Neutral
COMP0004815,CUST104618,2024-07-28,Customer_Service,Web,Agent promised a callback that never came.,Negative
COMP0004816,CUST104618,2025-04-27,Activation,App,KYC done but still not activated.,Neutral
COMP0004817,CUST104619,2024-02-06,Value,Call,Hidden charges reduce the value. Please resolve ASAP.,Negative
COMP0004818,CUST104619,2025-05-28,Network,Call,Network keeps disconnecting frequently.,Negative
COMP0004819,CUST104621,2024-05-28,Activation,Web,Port-in request stuck at activation.,Negative
COMP0004820,CUST104623,2024-07-27,Activation,App,Port-in request stuck at activation.,Neutral
COMP0004821,CUST104623,2025-01-27,Value,Web,Hidden charges reduce the value.,Neutral
COMP0004822,CUST104624,2024-01-31,Coverage,App,Signal is weak along my commute route. Please resolve ASAP.,Neutral
COMP0004823,CUST104625,2025-04-11,Customer_Service,Call,Long wait times when I call customer care.,Negative
COMP0004824,CUST104625,2024-01-07,Activation,Email,Port-in request stuck at activation.,Negative
COMP0004825,CUST104625,2024-02-03,Activation,Call,New SIM activation is delayed.,Negative
COMP0004826,CUST104626,2024-01-15,Activation,Twitter,New SIM activation is delayed.,Positive
COMP0004827,CUST104627,2024-07-21,Speed,Call,Streaming keeps buffering. Kindly look into this.,Neutral
COMP0004828,CUST104627,2025-10-15,Customer_Service,Email,Agent promised a callback that never came.,Negative
COMP0004829,CUST104628,2024-10-19,Speed,Email,Speed fluctuates a lot while working.,Neutral
COMP0004830,CUST104629,2025-01-18,Coverage,Call,Coverage maps seem inaccurate.,Neutral
COMP0004831,CUST104630,2025-05-25,Coverage,Web,Coverage maps seem inaccurate.,Neutral
COMP0004832,CUST104630,2024-09-08,Network,App,Frequent call drops in my area.,Negative
COMP0004833,CUST104630,2024-05-22,Billing,App,I was double charged and need a refund. Please resolve ASAP.,Neutral
COMP0004834,CUST104631,2024-02-07,Portability,Call,Issues while porting my number. Kindly look into this.,Negative
COMP0004835,CUST104631,2025-06-24,Network,Call,Frequent call drops in my area.,Positive
COMP0004836,CUST104631,2024-03-16,Activation,Twitter,Port-in request stuck at activation.,Negative
COMP0004837,CUST104632,2025-09-13,Billing,Call,Unexpected charges on my account.,Neutral
COMP0004838,CUST104633,2024-07-06,Speed,Call,Streaming keeps buffering. Please resolve ASAP.,Neutral
COMP0004839,CUST104633,2025-05-28,Speed,Web,Speed fluctuates a lot while working.,Positive
COMP0004840,CUST104633,2025-03-06,Portability,Call,Need help to port to your network. Requesting a quick fix.,Neutral
COMP0004841,CUST104634,2025-02-16,Value,Email,Plan price is too high for the benefits. Kindly look into this.,Negative
COMP0004842,CUST104634,2024-11-04,Customer_Service,Call,Chat support keeps closing my case.,Neutral
COMP0004843,CUST104634,2024-12-18,Billing,App,Why are fees so high this cycle?,Negative
COMP0004844,CUST104635,2025-09-17,Portability,Twitter,Issues while porting my number.,Positive
COMP0004845,CUST104637,2025-08-25,Portability,Call,Port request denied without reason. Kindly look into this.,Negative
COMP0004846,CUST104638,2024-05-30,Network,Call,Frequent call drops in my area.,Negative
COMP0004847,CUST104639,2025-10-18,Network,Call,Frequent call drops in my area.,Neutral
COMP0004848,CUST104639,2024-07-31,Speed,Call,Speed fluctuates a lot while working. Please resolve ASAP.,Neutral
COMP0004849,CUST104640,2025-01-31,Customer_Service,Email,Support is not responding to tickets.,Neutral
COMP0004850,CUST104642,2024-05-31,Speed,Call,Streaming keeps buffering. Kindly look into this.,Positive
COMP0004851,CUST104642,2024-05-11,Activation,Email,New SIM activation is delayed. Kindly look into this.,Negative
COMP0004852,CUST104642,2024-11-23,Network,Call,No signal inside my home for hours.,Negative
COMP0004853,CUST104643,2024-09-28,Customer_Service,Email,Long wait times when I call customer care. Please resolve ASAP.,Negative
COMP0004854,CUST104644,2024-11-08,Activation,Call,Port-in request stuck at activation. Please resolve ASAP.,Neutral
COMP0004855,CUST104645,2025-01-12,Billing,Twitter,Unexpected charges on my account. Requesting a quick fix.,Negative
COMP0004856,CUST104646,2025-07-19,Customer_Service,Email,Long wait times when I call customer care. Please resolve ASAP.,Neutral
COMP0004857,CUST104650,2024-12-21,Network,App,Frequent call drops in my area. Kindly look into this.,Negative
COMP0004858,CUST104651,2024-07-20,Network,Twitter,SIM shows no service randomly. Kindly look into this.,Negative
COMP0004859,CUST104654,2025-01-16,Customer_Service,Call,Long wait times when I call customer care.,Neutral
COMP0004860,CUST104654,2025-02-21,Coverage,Web,Signal is weak along my commute route. Please resolve ASAP.,Negative
COMP0004861,CUST104655,2024-07-05,Billing,App,My bill is incorrect this month.,Neutral
COMP0004862,CUST104655,2024-08-14,Billing,Email,I was double charged and need a refund. Please resolve ASAP.,Negative
COMP0004863,CUST104655,2024-03-18,Value,Call,Not satisfied with the value of the service.,Negative
COMP0004864,CUST104658,2024-06-06,Billing,Call,My bill is incorrect this month.,Neutral
COMP0004865,CUST104659,2025-07-14,Activation,Call,New SIM activation is delayed.,Positive
COMP0004866,CUST104659,2024-01-11,Speed,Email,Speed fluctuates a lot while working.,Neutral
COMP0004867,CUST104660,2024-05-07,Portability,Email,Port request denied without reason. Kindly look into this.,Neutral
