CustomerID,Gender,Age,PlanType,ContractType,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,TenureMonths,PaymentMethod,Region,MonthlyCharges,TotalCharges,SupportCallsLast90d,AvgDownlinkMbps,ChurnProb,Churn
CUST104214,Female,74,Prepaid,Month-to-month,Yes,No,None,No,No,Yes,Yes,50,UPI,North,242.26,12033.49,2,1.0,0.416,No
CUST104215,Female,31,Postpaid,Month-to-month,No,Yes,Fiber,Yes,No,No,No,12,UPI,North,1011.14,11914.0,2,118.7,0.452,Yes
CUST104216,Male,63,Postpaid,Two year,No,Yes,Fiber,None,None,Yes,No,24,Wallet,East,890.95,21569.96,0,107.5,0.177,Yes
CUST104217,Male,24,Postpaid,One year,Yes,No,None,Yes,No,None,No,5,BankTransfer,North,181.9,1103.25,0,1.0,0.462,No
CUST104218,Female,24,Postpaid,One year,No,Yes,Fiber,None,Yes,No,Yes,0,Card,North,992.57,150.66,0,103.4,0.338,No
CUST104219,Male,79,Prepaid,Month-to-month,Yes,No,Fiber,Yes,Yes,No,No,61,Card,South,990.87,60369.85,2,115.2,0.16,Yes
CUST104220,Male,27,Postpaid,Month-to-month,Yes,Yes,None,None,None,No,None,34,UPI,West,218.99,7404.48,2,10.3,0.522,Yes
CUST104221,Female,72,Prepaid,Month-to-month,Yes,No,Fiber,No,None,No,No,56,Card,North,887.18,49931.78,4,128.3,0.308,Yes
CUST104222,Female,45,Prepaid,Two year,Yes,No,None,No,No,Yes,No,11,UPI,North,183.68,2180.81,0,24.8,0.404,No
CUST104223,Female,37,Postpaid,Two year,Yes,No,Fiber,Yes,No,No,None,11,Card,North,1035.24,11640.45,0,116.0,0.245,Yes
CUST104224,Female,22,Prepaid,Month-to-month,Yes,No,Fiber,None,Yes,Yes,No,41,Card,North,987.75,40514.52,2,128.0,0.321,No
CUST104225,Male,60,Postpaid,Two year,Yes,No,Fiber,Yes,No,No,No,38,Wallet,North,877.98,33485.12,4,121.8,0.269,Yes
CUST104226,Male,63,Postpaid,Month-to-month,Yes,Yes,DSL,No,No,No,No,30,Card,West,752.75,22715.32,1,31.5,0.547,Yes
CUST104227,Female,47,Postpaid,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,3,Wallet,West,574.01,2010.58,2,33.7,0.724,No
CUST104228,Male,69,Postpaid,One year,Yes,Yes,Fiber,No,No,Yes,No,19,UPI,North,1051.39,19520.52,0,128.0,0.21,No
CUST104229,Male,38,Prepaid,Month-to-month,Yes,No,Fiber,No,No,No,None,10,Wallet,North,1061.84,10642.96,2,124.8,0.526,No
CUST104230,Male,52,Prepaid,Two year,Yes,Yes,Fiber,No,None,None,No,12,BankTransfer,North,882.52,10780.9,0,116.0,0.295,Yes
CUST104231,Female,36,Postpaid,Month-to-month,Yes,No,Fiber,No,None,No,Yes,18,UPI,North,1149.65,20929.05,2,125.8,0.39,Yes
CUST104232,Female,54,Postpaid,One year,Yes,No,Fiber,No,Yes,No,Yes,48,Card,West,967.01,46325.94,2,113.7,0.134,No
CUST104233,Male,26,Postpaid,Month-to-month,No,No,None,No,Yes,None,No,51,Wallet,South,322.03,16501.5,1,10.9,0.401,No
CUST104234,Male,47,Prepaid,Month-to-month,No,Yes,None,Yes,Yes,No,None,58,BankTransfer,South,217.52,12763.25,1,6.2,0.308,No
CUST104235,Male,52,Prepaid,Month-to-month,Yes,No,DSL,No,Yes,No,Yes,22,Card,North,569.17,12772.64,1,11.3,0.589,No
CUST104236,Female,53,Prepaid,Two year,Yes,No,DSL,No,No,No,No,39,Wallet,North,602.14,23554.62,1,28.6,0.307,No
CUST104237,Male,46,Postpaid,Month-to-month,Yes,No,Fiber,Yes,No,No,No,59,UPI,North,1044.58,61681.67,2,129.3,0.139,No
CUST104238,Female,58,Postpaid,One year,Yes,No,DSL,No,Yes,Yes,Yes,35,Card,East,578.54,20194.75,1,28.7,0.334,No
CUST104239,Male,50,Postpaid,Month-to-month,Yes,Yes,DSL,Yes,None,No,Yes,1,Card,East,720.67,944.94,2,32.3,0.683,Yes
CUST104240,Male,35,Prepaid,Month-to-month,Yes,No,None,None,No,Yes,Yes,36,Wallet,North,292.02,10761.45,1,1.0,0.454,Yes
CUST104241,Male,31,Postpaid,Month-to-month,Yes,Yes,Fiber,No,Yes,No,No,0,UPI,North,1014.06,208.71,2,117.3,0.475,Yes
CUST104242,Female,58,Prepaid,One year,Yes,Yes,None,No,No,None,Yes,28,BankTransfer,West,222.04,6365.5,2,14.5,0.343,Yes
CUST104243,Male,77,Prepaid,Month-to-month,Yes,Yes,None,No,Yes,No,Yes,21,UPI,South,229.69,4872.5,3,1.0,0.697,Yes
CUST104244,Male,65,Prepaid,Month-to-month,Yes,No,Fiber,No,No,Yes,No,66,Card,North,1025.61,67572.77,2,108.5,0.176,No
CUST104245,Male,58,Postpaid,One year,Yes,No,None,Yes,No,Yes,No,53,Card,East,191.63,10008.32,1,1.0,0.197,No
CUST104246,Male,76,Postpaid,Month-to-month,Yes,No,Fiber,Yes,Yes,No,No,48,Wallet,West,1079.16,52005.65,2,112.4,0.276,No
CUST104247,Male,74,Prepaid,Month-to-month,Yes,No,DSL,No,No,Yes,No,69,Card,South,552.03,38316.59,2,19.0,0.296,No
CUST104248,Female,49,Postpaid,Month-to-month,Yes,No,Fiber,Yes,None,Yes,No,68,Wallet,East,1100.33,74871.55,4,105.1,0.183,No
CUST104249,Male,24,Postpaid,Month-to-month,Yes,Yes,None,Yes,No,Yes,No,23,Card,West,290.21,6723.76,3,1.0,0.717,Yes
CUST104250,Male,57,Prepaid,One year,Yes,No,DSL,No,No,No,Yes,40,Wallet,South,531.63,21307.86,2,20.1,0.335,No
CUST104251,Male,57,Prepaid,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,40,Card,West,640.28,25850.91,1,19.4,0.35,No
CUST104252,Female,35,Postpaid,One year,Yes,No,Fiber,Yes,No,Yes,No,1,UPI,South,989.74,1141.04,2,133.8,0.449,No
CUST104253,Male,71,Postpaid,Month-to-month,Yes,No,Fiber,Yes,None,No,No,3,Card,North,1076.3,3142.77,2,103.5,0.573,No
CUST104254,Male,72,Postpaid,Two year,Yes,No,DSL,Yes,Yes,No,Yes,24,Card,East,570.88,13802.92,1,35.8,0.282,Yes
CUST104255,Male,38,Prepaid,Two year,Yes,No,Fiber,No,Yes,No,Yes,0,Wallet,North,888.7,0.0,0,125.4,0.228,No
CUST104256,Male,48,Postpaid,Month-to-month,Yes,Yes,DSL,Yes,No,None,None,50,Card,North,641.13,31933.0,2,36.1,0.282,No
CUST104257,Male,30,Postpaid,Month-to-month,Yes,No,Fiber,Yes,None,Yes,No,1,Wallet,East,1117.94,768.12,2,119.5,0.54,Yes
CUST104258,Female,29,Prepaid,Month-to-month,No,Yes,Fiber,No,No,No,Yes,16,UPI,South,976.25,15448.65,2,132.7,0.368,No
CUST104259,Male,34,Postpaid,One year,Yes,Yes,None,No,None,Yes,No,7,BankTransfer,North,252.58,1615.28,2,5.0,0.48,Yes
CUST104260,Male,41,Postpaid,Month-to-month,Yes,No,None,None,No,Yes,Yes,36,UPI,West,262.81,9044.56,2,2.9,0.494,No
CUST104261,Male,35,Prepaid,One year,Yes,No,Fiber,None,Yes,No,Yes,63,Wallet,North,993.79,62843.25,0,131.7,0.081,No
CUST104262,Male,27,Postpaid,Month-to-month,Yes,No,Fiber,No,None,No,Yes,3,BankTransfer,North,1151.89,3353.92,4,118.3,0.607,Yes
CUST104263,Female,46,Postpaid,Month-to-month,Yes,No,Fiber,No,No,No,Yes,46,Wallet,East,1077.03,49478.78,2,104.1,0.267,No
CUST104264,Female,57,Prepaid,One year,Yes,No,DSL,Yes,No,None,No,39,Card,East,593.6,22978.2,0,35.0,0.242,No
CUST104265,Female,38,Postpaid,One year,No,Yes,Fiber,No,No,No,None,65,Card,South,1031.52,67161.91,0,130.8,0.084,No
CUST104266,Male,51,Postpaid,One year,No,No,DSL,No,No,Yes,Yes,43,BankTransfer,South,609.14,26469.18,1,32.9,0.241,No
CUST104267,Female,35,Postpaid,One year,Yes,No,Fiber,No,No,No,No,60,BankTransfer,West,1030.14,61912.94,0,116.4,0.08,No
CUST104268,Male,62,Postpaid,One year,Yes,No,Fiber,Yes,No,No,No,50,UPI,South,986.01,49370.1,0,122.6,0.107,No
CUST104269,Female,58,Postpaid,Month-to-month,Yes,No,Fiber,None,No,No,No,55,UPI,South,1162.09,63520.06,2,126.8,0.219,No
CUST104270,Female,78,Prepaid,Two year,Yes,No,Fiber,No,No,No,Yes,35,UPI,East,904.21,31627.08,2,109.7,0.137,No
CUST104271,Female,21,Postpaid,One year,Yes,Yes,Fiber,No,Yes,None,Yes,25,UPI,West,963.48,24216.45,0,99.6,0.175,No
CUST104272,Female,71,Postpaid,Two year,Yes,Yes,None,None,Yes,No,No,37,UPI,East,150.0,5789.84,0,3.6,0.287,No
CUST104273,Male,39,Postpaid,Two year,Yes,No,Fiber,None,Yes,No,Yes,9,UPI,North,994.38,9070.73,2,130.4,0.279,No
CUST104274,Male,22,Postpaid,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,51,Card,East,633.98,32750.55,2,18.6,0.326,No
CUST104275,Female,61,Prepaid,One year,Yes,No,DSL,No,No,No,No,7,UPI,East,644.6,4366.52,0,17.2,0.452,No
CUST104276,Male,28,Postpaid,One year,Yes,No,DSL,No,No,No,No,68,Card,East,665.28,45093.37,0,32.0,0.124,No
CUST104277,Female,29,Prepaid,Month-to-month,Yes,No,DSL,No,No,Yes,None,1,Card,North,568.44,645.11,1,27.7,0.717,Yes
CUST104278,Female,79,Prepaid,One year,Yes,No,DSL,No,Yes,No,No,8,BankTransfer,West,588.67,4964.9,0,23.1,0.444,No
CUST104279,Female,31,Postpaid,Month-to-month,Yes,Yes,DSL,No,No,No,Yes,12,Wallet,West,631.61,7867.09,1,41.6,0.474,Yes
CUST104280,Male,52,Postpaid,Month-to-month,Yes,Yes,None,None,No,Yes,Yes,13,Card,West,238.32,2691.09,1,1.0,0.652,No
CUST104281,Female,30,Postpaid,Month-to-month,Yes,Yes,DSL,Yes,No,No,None,1,Wallet,West,656.55,678.64,1,33.6,0.611,No
CUST104282,Male,25,Postpaid,One year,Yes,No,DSL,Yes,Yes,None,Yes,71,UPI,North,562.88,40154.98,0,38.4,0.104,Yes
CUST104283,Male,18,Prepaid,One year,Yes,Yes,Fiber,No,No,None,No,50,Wallet,West,986.27,49498.42,0,117.9,0.101,No
CUST104284,Male,19,Postpaid,Month-to-month,Yes,Yes,Fiber,No,No,No,No,21,UPI,East,1092.68,23059.25,2,128.4,0.365,Yes
CUST104285,Female,47,Prepaid,Month-to-month,No,No,Fiber,None,No,No,None,28,BankTransfer,East,1051.13,29414.6,2,126.7,0.276,No
CUST104286,Female,45,Postpaid,Month-to-month,Yes,Yes,Fiber,No,Yes,None,None,16,UPI,South,1080.15,16675.34,4,121.8,0.608,Yes
CUST104287,Female,20,Postpaid,Month-to-month,Yes,No,Fiber,No,No,None,No,38,Wallet,North,1053.61,40448.43,2,116.3,0.321,No
CUST104288,Female,40,Postpaid,Month-to-month,Yes,No,DSL,No,None,Yes,Yes,28,Card,East,653.97,18433.57,3,44.3,0.496,Yes
CUST104289,Male,35,Prepaid,Month-to-month,Yes,Yes,DSL,None,None,Yes,Yes,34,Card,South,685.28,23123.17,2,39.1,0.572,Yes
CUST104290,Male,53,Postpaid,Two year,Yes,No,DSL,Yes,None,Yes,Yes,29,Wallet,West,532.56,15379.47,0,37.4,0.265,No
CUST104291,Female,80,Postpaid,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,20,Card,East,349.78,7047.73,1,5.6,0.55,Yes
CUST104292,Male,61,Postpaid,Month-to-month,Yes,Yes,Fiber,No,No,No,None,36,Wallet,South,1048.23,37831.32,4,114.6,0.47,Yes
CUST104293,Male,75,Prepaid,Two year,Yes,Yes,None,Yes,Yes,Yes,No,8,Card,North,150.0,922.04,0,1.0,0.502,No
CUST104294,Female,30,Prepaid,Month-to-month,Yes,No,Fiber,None,No,No,Yes,40,Card,North,1045.47,41620.61,2,125.2,0.304,No
CUST104295,Female,31,Prepaid,Two year,Yes,No,None,Yes,No,Yes,No,39,Card,South,159.1,6304.95,0,1.7,0.257,No
CUST104296,Male,65,Prepaid,Month-to-month,Yes,No,Fiber,No,No,Yes,Yes,8,BankTransfer,North,1078.47,8512.35,2,122.2,0.438,Yes
CUST104297,Female,37,Postpaid,Month-to-month,Yes,No,DSL,None,None,No,No,63,UPI,South,695.37,43452.59,1,54.7,0.176,No
CUST104298,Male,71,Postpaid,Month-to-month,Yes,Yes,Fiber,Yes,None,No,Yes,69,Wallet,East,1083.73,74619.09,2,132.5,0.119,No
CUST104299,Male,47,Prepaid,Month-to-month,No,No,Fiber,Yes,Yes,Yes,No,54,UPI,West,984.56,53163.78,2,124.5,0.129,Yes
CUST104300,Male,30,Postpaid,Two year,Yes,No,None,Yes,None,Yes,Yes,69,UPI,East,150.0,10022.2,0,4.0,0.121,No
CUST104301,Female,71,Prepaid,One year,No,Yes,None,None,None,No,Yes,67,UPI,East,263.14,17957.37,0,12.8,0.114,No
CUST104302,Male,52,Prepaid,One year,No,Yes,Fiber,None,No,None,None,53,UPI,North,902.08,48047.87,2,129.1,0.105,No
CUST104303,Male,68,Postpaid,Month-to-month,No,Yes,None,No,Yes,None,None,25,UPI,West,251.87,6480.04,2,1.1,0.688,Yes
CUST104304,Female,46,Prepaid,Two year,No,Yes,None,No,Yes,No,No,15,Wallet,South,150.0,2268.17,0,2.4,0.332,No
CUST104305,Female,25,Postpaid,Month-to-month,Yes,Yes,Fiber,No,No,None,No,61,Wallet,East,1042.64,63353.89,2,122.3,0.176,Yes
CUST104306,Female,60,Postpaid,Month-to-month,Yes,Yes,Fiber,Yes,Yes,No,Yes,35,Card,East,1020.84,35561.55,4,112.4,0.347,No
CUST104307,Female,25,Postpaid,Two year,Yes,No,None,Yes,Yes,Yes,No,52,UPI,North,150.0,8064.62,0,1.0,0.233,Yes
CUST104308,Female,59,Prepaid,Month-to-month,Yes,No,DSL,None,Yes,No,Yes,65,UPI,East,646.14,41840.37,4,18.7,0.328,No
CUST104309,Female,44,Postpaid,Month-to-month,Yes,No,DSL,Yes,No,None,Yes,68,BankTransfer,West,716.52,48716.84,2,47.4,0.333,No
CUST104310,Female,67,Prepaid,Month-to-month,Yes,No,Fiber,No,No,No,No,49,Card,East,1047.63,51275.96,2,106.5,0.215,Yes
CUST104311,Female,72,Postpaid,Month-to-month,Yes,No,None,Yes,Yes,None,No,21,Wallet,South,228.92,4775.99,2,1.0,0.643,Yes
CUST104312,Male,43,Prepaid,One year,Yes,No,DSL,No,None,No,No,5,UPI,South,465.8,2303.83,2,7.2,0.611,No
CUST104313,Male,73,Postpaid,Month-to-month,Yes,No,DSL,Yes,Yes,None,No,58,Card,North,577.75,33461.76,1,36.2,0.315,No
CUST104314,Female,24,Prepaid,Two year,Yes,No,Fiber,Yes,No,No,No,1,BankTransfer,North,839.05,748.75,2,110.5,0.33,No
CUST104315,Male,24,Postpaid,Month-to-month,Yes,No,None,Yes,No,No,No,37,UPI,West,228.7,8398.05,2,12.6,0.406,No
CUST104316,Female,80,Postpaid,One year,Yes,No,Fiber,None,No,None,None,21,Wallet,South,977.06,20476.52,2,119.5,0.233,No
CUST104317,Male,54,Prepaid,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,31,Card,North,563.11,17267.53,1,42.7,0.315,No
CUST104318,Female,46,Postpaid,One year,Yes,No,Fiber,No,No,No,No,64,Card,South,980.66,62482.08,0,111.5,0.067,No
CUST104319,Male,27,Prepaid,Month-to-month,Yes,Yes,DSL,No,Yes,Yes,None,34,Wallet,South,709.22,24039.42,3,30.6,0.615,No
CUST104320,Female,36,Postpaid,Month-to-month,Yes,Yes,Fiber,Yes,Yes,None,No,10,UPI,South,1195.34,11778.34,2,131.1,0.43,Yes
CUST104321,Male,61,Prepaid,One year,Yes,No,Fiber,No,No,No,No,31,Card,North,944.68,29271.88,0,132.1,0.126,Yes
CUST104322,Male,69,Prepaid,Two year,Yes,No,DSL,Yes,Yes,Yes,No,7,BankTransfer,South,404.3,2616.72,2,40.9,0.471,Yes
CUST104323,Male,75,Postpaid,Month-to-month,Yes,Yes,DSL,No,None,No,None,64,Wallet,West,653.16,41423.75,2,35.5,0.272,No
CUST104324,Female,43,Postpaid,Month-to-month,No,Yes,Fiber,No,No,Yes,None,2,Wallet,North,1066.66,2424.24,4,119.7,0.676,Yes
CUST104325,Male,46,Postpaid,One year,Yes,No,DSL,None,Yes,No,No,68,Wallet,South,634.3,43005.89,0,35.8,0.138,No
CUST104326,Female,28,Postpaid,Month-to-month,No,Yes,Fiber,No,No,Yes,Yes,16,Card,East,1013.19,15766.29,4,106.9,0.532,No
CUST104327,Male,23,Prepaid,Month-to-month,Yes,No,Fiber,Yes,No,None,No,48,Wallet,North,948.85,45693.46,2,116.2,0.218,No
CUST104328,Male,45,Prepaid,Two year,Yes,No,DSL,No,No,No,Yes,64,Card,West,513.1,32740.0,0,44.1,0.111,No
CUST104329,Female,54,Postpaid,Month-to-month,No,No,DSL,No,None,None,Yes,14,UPI,South,652.66,9123.63,2,39.2,0.644,Yes
CUST104330,Male,24,Postpaid,Month-to-month,Yes,Yes,DSL,None,No,Yes,No,67,Card,South,651.87,43698.73,2,17.8,0.355,No
CUST104331,Male,43,Prepaid,One year,Yes,No,Fiber,None,Yes,No,No,30,UPI,North,906.01,27364.33,2,123.5,0.2,Yes
CUST104332,Female,58,Prepaid,Month-to-month,Yes,No,DSL,No,No,None,None,37,Card,North,609.81,22605.81,1,21.0,0.439,Yes
CUST104333,Female,69,Postpaid,Month-to-month,Yes,Yes,Fiber,No,None,No,Yes,25,Wallet,West,1089.95,26950.36,2,117.2,0.503,No
CUST104334,Female,77,Postpaid,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,72,Wallet,North,559.84,40050.97,1,44.8,0.194,No
CUST104335,Male,39,Postpaid,Month-to-month,Yes,No,Fiber,None,Yes,None,No,48,Card,South,1080.82,51573.78,2,101.8,0.313,No
CUST104336,Female,42,Postpaid,Month-to-month,Yes,Yes,None,None,No,Yes,No,26,Card,South,314.38,8056.15,3,1.0,0.545,Yes
CUST104337,Male,73,Postpaid,One year,No,No,DSL,Yes,No,Yes,No,5,Card,North,622.36,3171.44,2,31.5,0.527,Yes
CUST104338,Female,61,Postpaid,Month-to-month,No,No,None,No,Yes,No,Yes,65,UPI,East,385.36,24867.7,1,9.7,0.325,Yes
CUST104339,Female,35,Prepaid,Month-to-month,Yes,No,None,Yes,None,No,Yes,47,Wallet,South,208.12,9627.79,1,2.0,0.392,No
CUST104340,Male,61,Prepaid,One year,Yes,No,DSL,Yes,Yes,No,None,9,BankTransfer,West,545.35,4745.99,3,41.6,0.514,Yes
CUST104341,Male,27,Prepaid,Month-to-month,Yes,Yes,Fiber,No,No,Yes,Yes,34,UPI,North,1093.68,37050.11,2,117.7,0.237,Yes
CUST104342,Male,46,Postpaid,Month-to-month,Yes,No,DSL,Yes,None,Yes,No,19,Wallet,North,682.7,13089.35,1,32.7,0.556,Yes
CUST104343,Male,37,Prepaid,Month-to-month,No,No,DSL,No,Yes,Yes,None,19,UPI,North,705.27,13325.18,1,30.6,0.645,No
CUST104344,Male,80,Postpaid,Month-to-month,Yes,Yes,Fiber,Yes,No,No,Yes,34,BankTransfer,South,1120.84,38313.32,2,117.4,0.336,No
CUST104345,Female,20,Postpaid,Month-to-month,Yes,No,Fiber,No,Yes,Yes,None,4,UPI,West,1087.19,4226.09,4,127.5,0.641,Yes
CUST104346,Male,71,Prepaid,Month-to-month,Yes,No,DSL,No,No,No,No,17,BankTransfer,East,629.43,10690.34,1,21.9,0.58,Yes
CUST104347,Male,35,Postpaid,Two year,Yes,No,DSL,No,No,None,No,3,UPI,North,538.26,1560.48,0,42.9,0.405,No
CUST104348,Female,20,Postpaid,Two year,Yes,Yes,DSL,Yes,No,None,None,68,Card,North,548.26,37324.05,1,39.7,0.117,No
CUST104349,Male,59,Prepaid,Two year,Yes,Yes,DSL,Yes,No,No,Yes,65,UPI,South,457.72,29843.88,1,39.8,0.135,No
CUST104350,Female,60,Postpaid,Month-to-month,Yes,No,DSL,No,No,Yes,None,11,Card,North,713.87,7843.57,1,52.8,0.623,Yes
CUST104351,Female,26,Postpaid,One year,Yes,No,DSL,No,Yes,No,Yes,42,UPI,North,695.72,29745.16,1,34.2,0.276,No
CUST104352,Female,20,Prepaid,Month-to-month,Yes,No,Fiber,No,Yes,None,No,16,BankTransfer,East,939.41,15322.5,2,121.2,0.416,No
CUST104353,Male,25,Postpaid,Month-to-month,Yes,No,Fiber,No,No,Yes,Yes,40,UPI,East,1138.94,45436.71,2,124.7,0.294,No
CUST104354,Male,43,Postpaid,Two year,No,No,DSL,None,None,Yes,No,33,Card,North,562.1,18806.92,0,25.9,0.208,No
CUST104355,Female,26,Prepaid,One year,Yes,Yes,DSL,Yes,No,Yes,Yes,1,BankTransfer,South,602.22,838.16,0,29.1,0.496,Yes
CUST104356,Female,62,Postpaid,Month-to-month,Yes,No,Fiber,Yes,No,No,Yes,57,Card,East,1050.65,59618.13,4,111.7,0.185,No
CUST104357,Male,22,Postpaid,Two year,Yes,No,Fiber,None,None,None,Yes,56,Card,East,940.93,52263.19,2,133.6,0.066,No
CUST104358,Female,67,Postpaid,Month-to-month,Yes,No,Fiber,No,Yes,No,No,4,Card,North,1143.28,4610.54,4,109.9,0.67,Yes
CUST104359,Female,73,Prepaid,Month-to-month,Yes,Yes,Fiber,Yes,None,No,Yes,15,Card,West,1027.54,15381.01,2,111.8,0.51,No
CUST104360,Male,63,Prepaid,Month-to-month,Yes,No,Fiber,None,Yes,No,No,8,UPI,South,1071.25,8068.77,2,117.9,0.442,No
CUST104361,Female,77,Postpaid,Month-to-month,No,No,Fiber,Yes,Yes,None,No,27,BankTransfer,South,1050.58,28385.93,2,109.0,0.43,Yes
CUST104362,Male,77,Postpaid,Two year,Yes,No,DSL,No,None,Yes,No,32,BankTransfer,South,540.08,17286.65,0,23.5,0.265,No
CUST104363,Female,20,Postpaid,Month-to-month,Yes,Yes,Fiber,No,No,No,No,47,UPI,South,1105.47,51830.11,2,116.5,0.312,No
CUST104364,Female,39,Postpaid,Month-to-month,Yes,No,Fiber,No,None,None,Yes,46,Card,West,1100.23,50920.99,2,128.0,0.311,No
CUST104365,Female,65,Prepaid,One year,No,Yes,None,None,No,None,Yes,9,Wallet,East,191.34,1672.12,1,1.0,0.358,No
CUST104366,Male,39,Postpaid,Two year,Yes,Yes,Fiber,No,Yes,No,No,35,BankTransfer,South,932.95,32569.13,2,114.8,0.272,No
CUST104367,Male,64,Postpaid,Two year,No,No,None,Yes,Yes,Yes,No,58,Card,North,150.0,8694.88,2,8.0,0.237,No
CUST104368,Female,66,Postpaid,Two year,No,No,DSL,No,No,None,No,64,UPI,South,598.46,38023.7,0,35.0,0.133,No
CUST104369,Female,80,Postpaid,Two year,Yes,No,None,No,No,None,Yes,60,Wallet,North,222.13,13139.42,0,30.9,0.109,No
CUST104370,Female,38,Postpaid,One year,Yes,Yes,Fiber,No,No,Yes,No,21,Wallet,East,958.05,19550.27,2,134.6,0.249,No
CUST104371,Male,39,Prepaid,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,No,37,UPI,East,689.4,25579.87,3,46.5,0.508,No
CUST104372,Male,19,Postpaid,Two year,Yes,Yes,Fiber,Yes,Yes,Yes,No,10,UPI,South,911.57,9293.74,0,104.6,0.317,No
CUST104373,Female,35,Postpaid,Month-to-month,Yes,Yes,Fiber,None,No,No,None,26,UPI,West,1090.39,28401.38,2,123.3,0.395,No
CUST104374,Male,35,Postpaid,Month-to-month,Yes,No,DSL,No,Yes,Yes,No,20,BankTransfer,West,694.11,13917.88,2,36.3,0.626,Yes
CUST104375,Female,46,Prepaid,Month-to-month,Yes,Yes,DSL,No,No,Yes,No,18,Wallet,South,605.63,10877.96,2,17.8,0.684,No
CUST104376,Male,44,Postpaid,Month-to-month,Yes,Yes,DSL,No,Yes,No,No,64,UPI,South,671.12,43246.38,2,27.6,0.206,No
CUST104377,Male,71,Prepaid,One year,No,No,Fiber,Yes,None,Yes,None,52,Card,North,861.54,44763.08,0,128.1,0.071,Yes
CUST104378,Male,66,Prepaid,Two year,Yes,Yes,Fiber,Yes,No,None,No,62,BankTransfer,West,936.24,58218.19,2,128.7,0.083,No
CUST104379,Female,63,Prepaid,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,24,Wallet,North,616.12,14937.78,2,42.8,0.517,No
CUST104380,Female,18,Postpaid,Month-to-month,Yes,No,Fiber,Yes,No,No,Yes,28,Wallet,East,1077.91,29897.85,2,121.3,0.431,No
CUST104381,Male,47,Postpaid,Month-to-month,No,Yes,Fiber,None,No,None,None,59,Card,East,1051.38,62154.13,2,114.6,0.264,Yes
CUST104382,Male,63,Postpaid,One year,Yes,No,Fiber,Yes,No,Yes,No,3,Wallet,South,1036.4,2877.62,2,126.1,0.369,No
CUST104383,Female,33,Postpaid,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,53,Card,North,689.26,36409.87,1,32.0,0.328,No
CUST104384,Male,44,Postpaid,Month-to-month,Yes,No,DSL,No,No,No,No,49,Wallet,East,622.54,30459.74,1,34.7,0.342,No
CUST104385,Female,63,Postpaid,One year,No,Yes,Fiber,None,None,No,Yes,25,BankTransfer,South,994.38,25101.42,2,101.4,0.199,No
CUST104386,Male,68,Postpaid,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,68,Card,North,628.25,42569.25,1,30.1,0.194,Yes
CUST104387,Male,71,Postpaid,Month-to-month,Yes,No,DSL,Yes,No,None,No,16,Card,West,681.02,10954.05,1,34.3,0.529,Yes
CUST104388,Male,45,Prepaid,Month-to-month,Yes,Yes,DSL,No,Yes,None,None,24,Card,South,664.14,15618.76,2,30.1,0.625,Yes
CUST104389,Female,43,Prepaid,Month-to-month,Yes,Yes,DSL,No,No,Yes,No,26,Card,East,639.63,16584.51,2,28.7,0.538,No
CUST104390,Male,42,Postpaid,One year,Yes,Yes,Fiber,No,No,Yes,Yes,26,Card,South,1021.72,26460.66,2,118.7,0.229,No
CUST104391,Female,60,Postpaid,Month-to-month,Yes,Yes,Fiber,Yes,Yes,No,None,24,Wallet,North,1132.86,27432.53,2,111.3,0.411,Yes
CUST104392,Male,44,Postpaid,Month-to-month,Yes,Yes,Fiber,None,Yes,None,No,34,Card,North,1039.07,35170.09,4,128.6,0.37,No
CUST104393,Male,43,Prepaid,Two year,Yes,No,Fiber,No,No,Yes,No,69,Wallet,South,878.07,60265.86,0,117.1,0.086,No
CUST104394,Female,28,Postpaid,One year,Yes,No,Fiber,No,No,No,Yes,35,Card,North,910.01,31755.78,0,94.9,0.167,No
CUST104395,Female,48,Postpaid,Month-to-month,Yes,No,Fiber,None,None,Yes,No,45,UPI,West,1061.03,47615.05,2,113.9,0.343,No
CUST104396,Male,32,Postpaid,One year,Yes,Yes,Fiber,No,No,None,No,48,BankTransfer,North,969.33,46568.66,2,112.4,0.12,No
CUST104397,Male,51,Postpaid,Month-to-month,Yes,Yes,Fiber,Yes,None,Yes,No,48,Card,North,1112.7,53666.03,4,116.8,0.265,No
CUST104398,Male,73,Postpaid,Month-to-month,No,No,Fiber,No,None,No,None,24,UPI,West,1103.07,26398.97,2,113.5,0.468,No
CUST104399,Female,66,Postpaid,One year,Yes,No,DSL,No,Yes,Yes,No,20,BankTransfer,West,675.04,13566.58,0,28.9,0.359,No
CUST104400,Male,48,Postpaid,Month-to-month,Yes,No,DSL,Yes,None,No,No,26,Card,West,654.93,17001.1,4,32.0,0.677,No
